Number of Monte Carlo Cycles: 	10000000
Number of MC cycles skipped before measurements: 	5000000
Lattice size, L = 	40
Number of different Temperature Measurements: 	17
Temperature 	 EnergyPerParticle 	 Heat Capacity Per Part 	 Absolute Mean Magnetization 	 Susceptibility 	 No of accepted steps 
2.0	-1.73286868325	0.7830994794394064	0.89748421925	0.6224880710242724	900435.0
2.02	-1.7147397012499999	0.866541374325373	0.8834876795	0.9735208058062397	933641.0
2.04	-1.69868126375	0.8549110818014451	0.8686410929999999	1.5531900450120755	1096476.0
2.06	-1.6804555637499998	0.8617574924997911	0.8633662902499999	1.2633329356430143	1054029.0
2.08	-1.6577270659999999	1.007209840895619	0.844184281	2.048179009625388	1147231.0
2.1	-1.6444011887499999	1.0676826212333161	0.8415077390000001	2.3051998090345434	1264679.0
2.12	-1.610763083	1.355875855049936	0.79894501675	4.166000454739367	1289381.0
2.14	-1.593308658	1.3750971289157645	0.7898188519999999	4.222042854039067	1342747.0
2.16	-1.5786510755	1.1618660440905026	0.7878769244999999	3.0874395521639393	1447114.0
2.18	-1.559411351	1.1888088786229876	0.772120928	3.460701385353344	1531623.0
2.2	-1.4851746775	1.3831237531887666	0.53772390075	52.46705816137579	1819262.0
2.22	-1.4194257587499999	1.7296604883287925	0.3011168645	41.155388988244056	1846659.0
2.24	-1.4359847402500001	1.6300861150996897	0.5263689067499999	26.59185987919451	1923597.0
2.2600000000000002	-1.3671084039999999	1.2038269753146016	0.30268203525	22.025503070605485	2079429.0
2.2800000000000002	-1.36233416	1.6394020308846657	0.3416679775	33.275112970480336	2173207.0
2.3000000000000003	-1.32729103025	1.3071150546558974	0.27249175125	27.976373474623035	2321068.0
2.3200000000000003	-1.32793623875	1.4208908196537886	0.4027382515	23.71237299825706	2353740.0
