Number of Monte Carlo Cycles: 	20000000
Number of MC cycles skipped before measurements: 	5000000
Lattice size, L = 	40
Number of different Temperature Measurements: 	14
Temperature 	 EnergyPerParticle 	 Heat Capacity Per Part 	 Absolute Mean Magnetization 	 Susceptibility 	 No of accepted steps 
0.1	-2.0	0.0	0.75	3000.0	5192.0
0.4	-1.9498693279166668	0.0033126345224445677	0.37490826418749995	187.4413151972254	11958.0
0.7000000000000001	-1.9999077181666667	0.0015208268732934884	0.7499821794375001	428.5511167867984	8780.0
1.0000000000000002	-1.9970221171666664	0.02428132379776797	0.7494127455	299.53172091494355	28894.0
1.3000000000000003	-1.9443838796666666	1.322647906613905	0.4979988451875	228.52310339014707	337386.0
1.6000000000000003	-1.9256838255833333	0.2711113567506799	0.7335650799375	179.4102503966798	477757.0
1.9000000000000004	-1.8022895309166664	0.592911038667878	0.6983644766875	137.1241495203768	1248846.0
2.0	-1.7336869711666667	0.7637070826963464	0.6726910818125	121.26496451200525	1815828.0
2.35	-1.27405103775	1.3342494800428706	0.21932133943749998	27.294580272072533	5066753.0
2.65	-1.0123641133333334	0.660476938274899	0.0698389026875	3.423282747594132	7315540.0
2.9499999999999997	-0.8557875502500001	0.43550045763085427	0.053077757187500005	1.6442420066903958	8846953.0
3.2499999999999996	-0.7462230922499999	0.3202266384590385	0.0415477179375	0.923597024714617	10026934.0
3.5499999999999994	-0.6629482450833334	0.24112252962923197	0.035468111499999996	0.6461310724218899	10956029.0
3.849999999999999	-0.5981755644166666	0.19549572826335762	0.032366457125	0.46759530800801524	11719581.0
