Number of Monte Carlo Cycles: 	100000
Number of MC cycles skipped before measurements: 	50000
Lattice size, L = 	40
Number of different Temperature Measurements: 	25
Temperature 	 EnergyPerParticle 	 Heat Capacity Per Part 	 Absolute Mean Magnetization 	 Susceptibility 	 No of accepted steps 
0.1	-2.0	0.0	1.0	0.0	8031.0
0.35	-2.0	0.0	1.0	0.0	15545.0
0.6	-1.9999890500000002	0.00024057821267180971	0.999997225	9.229464922100307e-06	8903.0
0.8499999999999999	-1.999349875	0.007272096850287338	0.999836175	0.0003948331659878879	35251.0
1.0999999999999999	-1.993966725	0.04142685821433822	0.9984468	0.0031521923784484074	261091.0
1.3499999999999999	-1.9747326	0.12296888646599424	0.9932454	0.013216967514017599	1600068.0
1.5999999999999999	-1.9279905	0.26433978734394264	0.979553275	0.04306490552444302	3243827.0
1.8499999999999999	-1.8366664750000001	0.4957441717220935	0.948728	0.145397743567623	7813094.0
2.0	-1.74619485	0.7319053333910415	0.912197375	0.3609415594875463	12654680.0
2.05	-1.7074189000000002	0.8283508331858394	0.8938421	0.5097090381190533	14861123.0
2.0999999999999996	-1.661592	0.9515740039909912	0.8687636500000001	0.869541762801791	17386318.0
2.1499999999999995	-1.606468725	1.1716666533259137	0.8319101000000001	2.1812969901320143	20491453.0
2.1999999999999993	-1.544957	1.393121723471088	0.786239725	3.425029173217826	24071342.0
2.249999999999999	-1.46723025	1.7613107112888258	0.693894825	14.332374573844918	28732398.0
2.3	-1.37021775	2.024756698657905	0.53410935	29.423564429619102	34600583.0
2.55	-1.063477775	0.8004873940297835	0.1367844	6.316946888872156	54636419.0
2.8	-0.906342475	0.5202779040049496	0.08519265000000001	2.3823877205585706	66406391.0
3.05	-0.7966338749999999	0.3810693549019152	0.06548314999999999	1.266212100237377	75403568.0
3.3	-0.712370575	0.29727009629668605	0.055259725	0.8288217632360605	82706527.0
3.55	-0.646130775	0.24416955418678205	0.048216675	0.5942684374960561	88785749.0
3.8	-0.592205875	0.20131722539993052	0.044094724999999994	0.4680442403892107	93896266.0
4.05	-0.547056325	0.16826181338155674	0.04077527500000001	0.37096772046395055	98341629.0
4.3	-0.5092628	0.144457266514656	0.038314775	0.31352234342302326	102183243.0
4.55	-0.4757717	0.1242887654426268	0.036255675	0.2582518897738462	105569102.0
4.8	-0.447252125	0.10913577876627616	0.0346372	0.22719545872000005	108547603.0
