Number of Monte Carlo Cycles: 	100000
Number of MC cycles skipped before measurements: 	5000
Lattice size, L = 	10
Number of different Temperature Measurements: 	25
Temperature 	 EnergyPerParticle 	 Heat Capacity Per Part 	 Absolute Mean Magnetization 	 Susceptibility 	 No of accepted steps 
0.1	-1.6	0.0	0.2	0.0	263.0
0.35	-2.0	0.0	1.0	0.0	279.0
0.6	-1.9999926315789474	0.0001602188365521013	0.9999981052631578	6.315191149042221e-06	1767.0
0.8499999999999999	-1.9993391578947368	0.007684009954708737	0.9998351578947369	0.0004024997803379153	1965.0
1.0999999999999999	-1.9939092631578947	0.04285287329139841	0.9984269473684211	0.0032498784830088633	15793.0
1.3499999999999999	-1.9743968421052631	0.12436880459327097	0.9931625263157895	0.01329173535570455	67881.0
1.5999999999999999	-1.9289252631578946	0.2625364594442772	0.9799134736842104	0.04197874260112258	198567.0
1.8499999999999999	-1.8351229473684212	0.5067314486870277	0.9483814736842104	0.15026386082144863	488079.0
2.0	-1.7445296842105265	0.7275851542869713	0.9115593684210527	0.35721020798005154	791632.0
2.05	-1.7056347368421052	0.8366284543331839	0.8932084210526315	0.5163619374907152	924515.0
2.0999999999999996	-1.6631943157894735	0.9522312096743175	0.8706587368421053	0.7497641986207566	1075056.0
2.1499999999999995	-1.612390947368421	1.0604053901601969	0.8433648421052632	0.9931201931812108	1261337.0
2.1999999999999993	-1.5606871578947368	1.16178876518761	0.8118101052631579	1.3232696336358587	1448090.0
2.249999999999999	-1.5004972631578948	1.2671192637896591	0.7733115789473685	1.6705046911172645	1671341.0
2.3	-1.4369246315789475	1.303815162742436	0.7329128421052631	1.9091476239508627	1909688.0
2.55	-1.1220715789473683	1.0485735952994855	0.4918766315789474	2.5222940904528803	3173907.0
2.8	-0.9268065263157895	0.6421426374803543	0.3451044210526316	1.7387160767455472	4056532.0
3.05	-0.7968644210526316	0.42227892035170683	0.26340505263157893	1.11074793220871	4697795.0
3.3	-0.7114315789473684	0.31755144799798457	0.22465642105263156	0.7815477465974985	5160648.0
3.55	-0.6434701052631578	0.25153903424332724	0.19526357894736843	0.5729916678971558	5541202.0
3.8	-0.5886183157894737	0.20648113720152553	0.17742505263157896	0.4475357663087913	5866192.0
4.05	-0.542404	0.17236007826021374	0.16328547368421054	0.3572969819242845	6149002.0
4.3	-0.5048092631578948	0.14868647882772593	0.1540381052631579	0.30663434566926495	6386665.0
4.55	-0.4728012631578947	0.1283976599748783	0.14545936842105264	0.2596602320791453	6593264.0
4.8	-0.44335663157894734	0.1132692634010465	0.14013263157894737	0.2289484054478301	6783770.0
