Number of Monte Carlo Cycles: 	20000000
Number of MC cycles skipped before measurements: 	5000000
Lattice size, L = 	40
Number of different Temperature Measurements: 	42
Temperature 	 EnergyPerParticle 	 Heat Capacity Per Part 	 Absolute Mean Magnetization 	 Susceptibility 	 No of accepted steps 
0.1	-2.233749851083333	0.053222813061438494	0.9999999333333334	0.001066666594124399	8009.0
0.2	-2.1287498580833333	0.01208420336479321	0.29999998	4.7999996786529665e-05	11203.0
0.30000000000000004	-2.05874968825	0.005031103824472261	0.19999988558333331	1.5080485748815892e-05	9869.0
0.4	-2.221249851916667	0.0032893008174141865	0.9999999333333334	0.00026666664853109974	12031.0
0.5	-2.21374718675	0.002176211350597441	0.9999992669166667	0.00021599727973807602	6883.0
0.6	-2.15373796675	0.001637982838373217	0.9999969609166667	0.00018766120435126748	10499.0
0.7000000000000001	-2.23390900425	0.07331405388314884	0.9999778217499999	0.00021710452440726967	8707.0
0.8	-2.3415330660833336	0.3761357019484421	0.999899517	0.0003951488328311825	16265.0
0.9	-2.48373508775	3.2419335856361107	0.9996945655	0.0008534366213199166	22092.0
1.0	-2.4946737315833336	14.875694222104503	0.99926687	0.001784240645065438	23890.0
1.1	-4.0087800439166665	67.71526105835848	0.9983795450833334	0.003620793224862692	152886.0
1.2000000000000002	-3.38294737425	200.01791795176942	0.9968068758333334	0.0070686121303879185	79851.0
1.3000000000000003	-4.29154593225	418.5921339621689	0.9944726585833333	0.011630139344980795	121534.0
1.4000000000000001	-5.95164977675	1042.224940035972	0.9907648581666666	0.02053919131618126	208570.0
1.5000000000000002	-7.27186228125	2226.858338308822	0.9857055944166666	0.03152726928722889	297084.0
1.6	-9.600392035083333	4134.787622076597	0.9782570016666666	0.05173107556001924	444123.0
1.7000000000000002	-14.231603566583333	8039.298018360296	0.9667625959166667	0.10139485108751721	680464.0
1.8000000000000003	-17.65528010308333	14343.869452451681	0.951626937	0.17508106347959254	887815.0
1.9000000000000001	-23.058377147083334	21046.748338369325	0.9289236710000001	0.3374465712704573	1245793.0
2.0	-29.761808399583334	37760.22236685105	0.8947097003333333	0.794573311216227	1718750.0
2.05	-33.84059758441667	42892.04977398909	0.8734564346666667	1.0826732613164052	2019028.0
2.0999999999999996	-38.00046468508334	54245.05270484545	0.8436759281666667	1.6290446652610195	2322847.0
2.1499999999999995	-45.05157663875	77946.75141932647	0.697066396	22.639196829975393	2949402.0
2.1999999999999993	-50.904087004249995	94048.0184280118	0.54580804475	49.539000444268744	3484632.0
2.249999999999999	-54.919662295083334	115267.10704262435	0.476983063	32.920481798735224	3994603.0
2.35	-65.18267766491667	138222.79001582135	0.2893054311666667	23.013439499269744	5075247.0
2.45	-73.63286895958333	167915.10973713227	0.1861159128333333	10.041599727215283	5966402.0
2.5500000000000003	-80.23675713758334	184700.1946689181	0.11896427208333334	4.886774061094985	6692409.0
2.6500000000000004	-84.81420566891667	197758.8276542909	0.10118059608333332	3.4072006131273573	7330291.0
2.7500000000000004	-89.46187206591667	195782.00915635063	0.09032153758333333	2.496042015478305	7879426.0
2.8500000000000005	-92.65095468158333	197239.74927892556	0.07558756650000001	1.762797618820909	8403527.0
2.9500000000000006	-95.22890545441668	195116.69808155423	0.07081455666666667	1.509809921547636	8843507.0
3.0500000000000007	-97.32154322725	193336.31341180432	0.06494087666666666	1.1922518578438237	9265564.0
3.150000000000001	-98.98468473591667	189600.22798478248	0.060788889416666665	1.0686173429887516	9650117.0
3.250000000000001	-101.12934816358333	182247.01425714677	0.05564507266666666	0.8759123247202719	10016250.0
3.350000000000001	-102.51875667541667	177378.83288375635	0.05285716475	0.760020412789902	10346336.0
3.450000000000001	-102.78382919875001	169818.28136454237	0.05050250966666667	0.6816848432239178	10664830.0
3.550000000000001	-104.12430937891666	160121.4425226459	0.047075954583333336	0.5691492465564408	10950689.0
3.6500000000000012	-103.22342801208333	151738.19177543191	0.04541711208333333	0.5285452767623471	11227955.0
3.7500000000000013	-103.94361593575	145714.44131592973	0.045255343833333336	0.4899083743758698	11474759.0
3.8500000000000014	-103.96067887141666	136547.12723986577	0.041987494916666666	0.42052692419825755	11716558.0
3.9500000000000015	-103.67826281674999	128912.81893936306	0.04222100333333333	0.4079912497998264	11937457.0
